Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id50,belgian pork chop,chop,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,26.6
meal_id68,gajar halwa tart,halwa,"white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",veg,vitamin_d, kidney_disease, low_fat_diet,14.84
meal_id86,roast turkey with cranberry sauce,sauce,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",veg,chloride, goitre, high_protien_diet,13.72
meal_id5,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",veg,vitamin_a, goitre kidney_disease, high_protien_diet,13.72
meal_id7,chocolate nero cookies,cookie,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,31.64
meal_id8,lamb and chargrilled bell pepper soup,soup,"lamb bones (preferably shank and shoulder), onions, celery, ginger, garlic, carrot, chargrilled red/yellow/green bell peppers (quartered), whole spices mix (black pepper, cinnamon, cardamom, clove, bay leaf), salt, water (warm), oil (sunflower or olive",non-veg,sodium, pregnancy scurvy goitre kidney_disease obesity, alkaline_diet,30.52
meal_id9,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",veg,calcium, obesity cancer hypertension, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,34.72
meal_id10,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",veg,vitamin_c, pregnancy hypertension scurvy obesity diabeties, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,33.04
meal_id12,lemon honey glazed sous vide corn on the cob,corn,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer",non-veg,protien, diabeties goitre scurvy, low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,28.560000000000002
meal_id54,sous-vide salmon tikka,tikka,"norwegian salmon, black garlic pickle, butter, butchery bag, smoked yogurt, home made prawn crisp, edible flower, salt",non-veg,calcium, anemia pregnancy hypertension heart_disease rickets goitre obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,35.28
meal_id87,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",non-veg,iron, anemia pregnancy hypertension rickets goitre kidney_disease obesity, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,21.56
meal_id6,japanese curry arancini with  barley salsa,barley,"japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,16.52
meal_id11,coconut lime quinoa salad,salad,"uncooked quinoa, water, red onion, cucumber (diced), purple cabbage, avocado (ripened and diced), orange, shelled edamame (defrosted), unsweetened toasted coconut flakes, almonds, few shakes of black pepper, for the dressing:, orange juice, lime (juiced), apple cider vinegar, olive oil",veg,fiber, pregnancy hypertension scurvy goitre obesity, alkaline_diet low_fat_diet paleo_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,32.76
meal_id13,watermelon and strawberry smoothie,smoothie,"fresh strawberries, honey, low fat yogurt, watermelon, chia seeds",veg,magnesium, scurvy, high_protien_diet high_fiber_diet,26.6
meal_id15,almond and cranberry poha,poha,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",veg,iron, hypertension, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,18.2
meal_id19,baked shankarpali recipe,shankarpali,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",veg,carbohydrates, diabeties goitre, alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet,22.96
meal_id25,cashew nut cookies,cookie,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,12.32
meal_id27,hawaiin papaya salad,salad,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",veg,fiber, obesity scurvy hypertension goitre, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,11.48
meal_id28,vegetable som tam salad,salad,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",veg,fiber, hypertension scurvy heart_disease goitre kidney_disease obesity, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,13.72
meal_id184,vegetable bruschetta,bruschetta,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,27.16
meal_id270,jalapeno cheese fingers,cheese,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,29.68
meal_id29,spinach and feta crepes,spinach,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,11.48
meal_id185,red wine braised mushroom flatbread,wine,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt",veg,vitamin_c, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet dash_diet low_fat_diet,16.52
meal_id279,mixed beans salad,salad,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander",veg,fiber, anemia pregnancy hypertension heart_disease goitre obesity diabeties, alkaline_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet type_a_diet,24.36
meal_id143,seafood rock filler,baked,"baked tart of mixed sea food served with phyllo fruit bowl, savory tart shell (semi baked), mixed sea food, mornay sauce, assorted herb and seasoning, phyllo pastry, assorted seasonal fruit",veg,iodine, anemia pregnancy rickets goitre obesity, type_o_diet omni_diet ketogenic_diet vegan_diet dash_diet,31.080000000000002
meal_id271,californian breakfast benedict,sauce,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",veg,protien, obesity rickets hypertension, high_protien_diet,16.240000000000002
meal_id280,baked raw banana samosa,samosa,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt",veg,chloride, anemia hypertension cancer scurvy heart_disease goitre kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet,37.800000000000004
meal_id144,shrimp &amp; cilantro ceviche,coriander,"prawns, gherkin, onion, cilantro, mix bell pepper, tiger milk, sweet corn, sea salt, black pepper, green lemon juice, cherry tomato, edible flower, coriander stems, celery stalks, garlic, ginger, red onion, lemon juice, sea salt, black pepper",veg,vitamin_a, anemia goitre, ketogenic_diet,38.36
meal_id281,coconut mango oatmeal with cinnamon hint,mango,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",veg,selenium, hypertension cancer rickets goitre obesity diabeties, low_fat_diet paleo_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,31.080000000000002
meal_id282,fruit cube salad,salad,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",veg,fiber, pregnancy hypertension scurvy heart_disease eye_disease goitre obesity diabeties, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,15.68
meal_id283,veg hakka noodles,sauce,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce",veg,iron, diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,21.28
meal_id284,strawberry quinoa pancakes,pancakes,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)",veg,vitamin_c, pregnancy scurvy goitre, low_sodium_diet vegan_diet dash_diet,11.76
meal_id186,strawberry &amp; pistachio breton tart,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",veg,vitamin_a, scurvy kidney_disease, high_protien_diet low_fat_diet,25.2
meal_id289,amritsari fish,fish,"with curry, ginger and garlic",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,19.6
meal_id291,chicken razala,chicken,icken cooked in a rich gravy with mint,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,34.72
meal_id292,chicken tikka,tikka,ces served on a skewer,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,12.040000000000001
meal_id293,chicken tikka masala,tikka,d in a yogurt tomato sauce. creamy texture.,non-veg,calcium, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet type_a_diet,19.88
meal_id294,mushroom matar,matar,eet peas in a masala/chili sauce,veg,iron, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,12.32
meal_id295,tandoori chicken,chicken,as a dish originated in the punjab before the independence of india and pakistan.,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,35.56
meal_id296,tandoori fish tikka,tikka,n lime and ginger and cooked over an open fire.,non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,28.0
meal_id297,chettinadu chicken,chicken,n and spices,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,37.24
meal_id298,chicken 65,chicken,"ed chicken preparation. chicken, onion, ginger",non-veg,iron, anemia scurvy rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,23.8
meal_id299,kolim / jawla,fish,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati,veg,vitamin_a, cancer scurvy heart_disease eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,31.64
meal_id300,black rice,rice,riety of rice,veg,carbohydrates, anemia pregnancy goitre obesity diabeties, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,13.16
meal_id301,brown rice,rice,riety of rice.,veg,carbohydrates, obesity diabeties anemia heart_disease, Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet hormone_diet high_protien_diet dash_diet,17.64
meal_id302,koldil chicken,chicken,ith banana flower; an assamese specialty,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,34.72
meal_id303,red rice,rice,riety of rice.,veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,12.32
meal_id304,rice,rice,,veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,19.6
meal_id305,sunga pork,curry,curry,veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,33.88
meal_id306,banana chips,banana,"r dried slices of bananas (fruits of herbaceous plants of the genus musa of the soft, sweet ""dessert banana"" variety), they can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.[2]",veg,magnesium, hypertension, alkaline_diet high_protien_diet vegan_diet high_fiber_diet,16.52
meal_id307,bhurji- egg,egg,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas.",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,36.12
meal_id308,flattened rice / pohe,rice,"ible, dehusked rice which is flattened into flat light dry flakes, these flakes of rice swell when added to liquid, whether hot or cold, as they absorb water, milk, or any other liquids. the thicknesses of these flakes vary between almost translucently thin (the more expensive varieties) to nearly four times thicker than a normal rice grain.",veg,carbohydrates, anemia cancer scurvy heart_disease eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,29.400000000000002
meal_id309,puffed rice,rice,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu.",veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,14.84
